,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
35888,40,management,married,high.school,no,no,no,cellular,may,fri,253,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1
22795,35,technician,married,professional.course,no,no,no,cellular,aug,mon,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
24093,24,management,single,university.degree,no,no,yes,telephone,nov,mon,107,1,999,0,nonexistent,-0.1,93.2,-42.0,4.406000000000001,5195.8
20870,31,admin.,married,university.degree,no,no,no,cellular,aug,thu,366,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
35334,38,entrepreneur,married,basic.9y,no,yes,yes,cellular,may,fri,476,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1
22924,57,services,married,high.school,unknown,yes,no,telephone,aug,mon,41,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
40676,38,technician,single,professional.course,no,no,no,cellular,sep,thu,430,4,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6
38667,29,management,married,university.degree,no,yes,no,cellular,nov,wed,199,1,9,1,success,-3.4,92.649,-30.1,0.7190000000000001,5017.5
1882,58,entrepreneur,married,university.degree,unknown,no,no,telephone,may,fri,107,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
39506,25,admin.,single,university.degree,no,no,yes,cellular,apr,fri,207,1,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7
18011,39,admin.,single,university.degree,no,yes,yes,cellular,jul,wed,59,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
13476,33,blue-collar,married,basic.4y,no,no,no,cellular,jul,thu,143,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
37310,37,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,213,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2
3543,58,management,married,basic.9y,no,no,no,telephone,may,fri,29,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
18837,41,technician,married,university.degree,no,yes,no,cellular,aug,mon,71,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
16803,59,technician,married,professional.course,no,no,no,cellular,jul,thu,464,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
33296,36,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,151,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1
10978,31,entrepreneur,divorced,high.school,no,yes,no,telephone,jun,wed,119,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
39525,27,student,single,university.degree,no,yes,yes,cellular,apr,tue,147,2,999,1,failure,-1.8,93.749,-34.6,0.6459999999999999,5008.7
40615,34,unemployed,married,university.degree,no,no,no,cellular,sep,mon,109,3,999,1,failure,-1.1,94.199,-37.5,0.882,4963.6
27526,48,technician,married,professional.course,no,yes,yes,cellular,nov,fri,695,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
5554,52,admin.,married,basic.6y,no,no,no,telephone,may,mon,228,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
25567,29,housemaid,single,high.school,no,no,no,cellular,nov,wed,786,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
27852,37,unemployed,married,university.degree,no,yes,no,cellular,mar,tue,195,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.614,5099.1
38322,83,retired,married,basic.9y,no,no,no,cellular,oct,fri,138,2,999,0,nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
21422,54,technician,married,professional.course,unknown,no,no,cellular,aug,tue,213,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
27307,41,admin.,single,university.degree,no,yes,yes,cellular,nov,fri,45,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
6229,38,services,married,high.school,no,yes,no,telephone,may,tue,392,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
13880,32,management,single,high.school,no,no,no,cellular,jul,fri,128,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
1805,34,admin.,married,high.school,no,yes,yes,telephone,may,fri,20,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
14834,34,technician,single,university.degree,no,yes,no,cellular,jul,wed,329,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
12610,49,blue-collar,married,unknown,unknown,unknown,unknown,cellular,jul,mon,375,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
24351,58,entrepreneur,married,basic.4y,no,yes,no,telephone,nov,mon,73,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
32139,35,services,single,high.school,no,yes,yes,cellular,may,fri,94,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
17362,43,admin.,single,university.degree,no,yes,no,cellular,jul,mon,48,20,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
17359,43,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,458,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
16933,50,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,thu,150,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
21764,35,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,108,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
2338,37,technician,single,university.degree,no,yes,no,telephone,may,tue,370,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
28382,38,services,married,basic.9y,no,yes,no,cellular,apr,thu,220,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1
1224,50,entrepreneur,married,basic.9y,no,yes,no,telephone,may,thu,187,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
39245,46,admin.,married,university.degree,no,yes,no,cellular,mar,thu,335,1,999,0,nonexistent,-1.8,93.369,-34.8,0.65,5008.7
16492,39,services,married,high.school,no,no,no,cellular,jul,wed,111,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
1749,39,technician,divorced,professional.course,no,yes,no,telephone,may,fri,135,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
21076,51,management,married,university.degree,no,yes,no,cellular,aug,thu,244,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
15292,30,technician,single,university.degree,no,yes,no,cellular,jul,thu,91,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
24538,34,admin.,married,high.school,no,yes,yes,cellular,nov,mon,56,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
9293,32,technician,married,university.degree,no,yes,no,telephone,jun,fri,562,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
23716,30,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,103,7,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
483,49,unknown,married,unknown,unknown,yes,no,telephone,may,tue,288,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
32306,43,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,66,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
6778,36,technician,married,university.degree,no,no,no,telephone,may,wed,297,14,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
13840,35,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,fri,157,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
15500,39,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,635,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
23114,32,admin.,married,university.degree,no,yes,no,telephone,aug,tue,66,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
15647,36,self-employed,single,university.degree,no,no,no,cellular,jul,mon,84,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
22765,32,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,87,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
36512,29,admin.,single,university.degree,no,no,no,cellular,jun,wed,174,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
18263,40,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,1065,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
35290,36,management,married,university.degree,no,yes,yes,telephone,may,fri,16,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1
22681,40,technician,single,university.degree,no,no,yes,cellular,aug,fri,140,7,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
27191,39,self-employed,single,high.school,no,yes,no,cellular,nov,fri,169,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
23970,53,management,married,university.degree,no,yes,yes,telephone,aug,fri,81,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
24081,33,blue-collar,married,basic.9y,no,yes,yes,telephone,nov,wed,68,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8
3508,37,technician,married,professional.course,no,yes,no,telephone,may,thu,175,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
31091,36,management,single,university.degree,no,yes,no,cellular,may,wed,38,1,999,2,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1
20881,32,technician,married,professional.course,no,yes,no,cellular,aug,thu,154,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
17365,47,technician,single,professional.course,no,yes,no,cellular,jul,mon,365,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
29520,40,admin.,single,high.school,no,yes,no,cellular,apr,mon,133,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
10383,35,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,mon,52,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
31982,24,services,single,high.school,unknown,yes,no,cellular,may,thu,263,2,10,1,success,-1.8,92.89299999999999,-46.2,1.327,5099.1
8765,45,self-employed,married,university.degree,no,yes,no,telephone,jun,thu,870,11,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1
17648,60,retired,divorced,professional.course,no,no,no,cellular,jul,mon,131,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
2921,33,blue-collar,married,basic.4y,no,yes,yes,telephone,may,wed,220,7,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
31367,33,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,430,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
30071,29,student,single,high.school,no,no,no,cellular,apr,thu,86,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1
4065,44,entrepreneur,married,professional.course,no,no,no,telephone,may,mon,259,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
7876,40,services,single,high.school,unknown,yes,no,telephone,jun,mon,89,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
14951,26,technician,single,professional.course,no,no,yes,cellular,jul,wed,168,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
28341,64,technician,married,professional.course,no,yes,no,cellular,apr,wed,65,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
28942,47,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,112,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
5951,47,management,married,professional.course,no,no,no,telephone,may,tue,195,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
2830,52,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,wed,833,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
40295,31,technician,single,university.degree,no,no,no,cellular,jul,thu,200,4,999,1,failure,-1.7,94.215,-40.3,0.899,4991.6
26712,37,technician,married,professional.course,no,yes,no,cellular,nov,thu,63,2,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8
19009,58,admin.,married,high.school,no,yes,yes,cellular,aug,tue,314,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
19366,31,technician,single,professional.course,no,yes,no,telephone,aug,wed,115,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
32085,34,admin.,married,university.degree,no,no,no,cellular,may,fri,104,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
5529,44,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
22846,37,technician,married,university.degree,no,yes,no,cellular,aug,mon,121,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
272,49,housemaid,married,basic.9y,unknown,no,no,telephone,may,mon,152,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
28946,42,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,486,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
7516,53,self-employed,married,university.degree,no,no,no,telephone,may,fri,371,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
40944,52,technician,married,university.degree,no,yes,no,telephone,oct,wed,6,1,999,1,failure,-1.1,94.601,-49.5,0.985,4963.6
35124,37,services,married,high.school,no,yes,no,cellular,may,fri,81,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1
38882,40,technician,single,university.degree,no,no,no,cellular,nov,mon,984,5,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5
1092,51,admin.,married,university.degree,no,no,no,telephone,may,wed,299,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
31061,46,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,113,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
7552,55,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,567,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
18508,35,technician,single,professional.course,unknown,yes,no,cellular,jul,thu,53,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
25371,34,self-employed,single,high.school,no,yes,no,cellular,nov,tue,581,4,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
36749,43,blue-collar,married,basic.6y,no,yes,no,cellular,jun,mon,131,4,999,1,failure,-2.9,92.963,-40.8,1.281,5076.2
21615,33,technician,married,university.degree,unknown,yes,no,cellular,aug,tue,153,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
36041,34,admin.,single,university.degree,no,no,no,cellular,may,tue,171,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
10850,30,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,114,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
1244,33,management,married,university.degree,no,no,yes,telephone,may,thu,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
21918,30,technician,single,university.degree,no,yes,no,cellular,aug,wed,215,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
17855,49,admin.,single,university.degree,no,no,no,cellular,jul,tue,57,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
1053,51,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,1009,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
17615,53,management,married,unknown,no,no,no,cellular,jul,mon,123,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
25450,32,blue-collar,single,high.school,no,yes,yes,cellular,nov,wed,126,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
40401,31,student,single,unknown,no,yes,no,cellular,aug,thu,375,2,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6
32209,44,management,divorced,university.degree,no,unknown,unknown,cellular,may,fri,47,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
2714,29,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,168,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
17826,44,technician,divorced,professional.course,no,yes,no,cellular,jul,tue,121,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
24597,51,admin.,married,high.school,no,yes,no,cellular,nov,mon,326,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
35710,36,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,227,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
8257,31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,23,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
30762,41,management,single,basic.9y,no,no,no,cellular,may,tue,381,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1
20830,32,technician,single,university.degree,no,yes,no,cellular,aug,wed,158,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
16399,23,admin.,single,professional.course,no,no,yes,cellular,jul,wed,190,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
28634,39,management,single,university.degree,unknown,no,no,cellular,apr,thu,370,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1
35226,48,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,57,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1
3088,45,admin.,married,basic.6y,no,yes,no,telephone,may,thu,226,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
31895,27,blue-collar,single,high.school,no,no,yes,cellular,may,thu,308,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1
37114,36,admin.,married,high.school,no,no,no,cellular,jul,tue,383,6,999,0,nonexistent,-2.9,92.469,-33.6,0.9079999999999999,5076.2
39327,38,student,single,unknown,no,no,no,cellular,mar,mon,516,6,999,0,nonexistent,-1.8,93.369,-34.8,0.639,5008.7
9103,60,admin.,single,high.school,no,no,no,telephone,jun,fri,118,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
9324,32,blue-collar,married,professional.course,no,no,no,telephone,jun,fri,24,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
29962,37,technician,single,university.degree,no,yes,no,cellular,apr,mon,6,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
28662,45,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,thu,479,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1
39574,48,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,268,1,3,3,success,-1.8,93.876,-40.0,0.6679999999999999,5008.7
4270,28,admin.,married,high.school,no,no,no,telephone,may,tue,142,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
5501,38,blue-collar,married,unknown,no,yes,no,telephone,may,mon,183,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
35957,36,self-employed,married,university.degree,no,yes,no,cellular,may,mon,176,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1
31528,42,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,thu,16,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1
2479,25,admin.,single,university.degree,no,no,no,telephone,may,tue,59,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
5020,30,technician,married,professional.course,no,no,no,telephone,may,wed,700,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
24122,57,management,married,university.degree,no,yes,no,telephone,nov,mon,76,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
8127,39,technician,married,professional.course,no,yes,no,telephone,jun,mon,59,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
37469,39,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,200,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.873,5076.2
31975,35,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,thu,235,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1
24303,46,technician,married,professional.course,no,yes,no,cellular,nov,mon,110,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8
29649,55,services,married,high.school,no,yes,yes,cellular,apr,mon,691,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
2289,36,admin.,single,university.degree,no,no,yes,telephone,may,tue,138,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
6547,48,admin.,divorced,high.school,no,yes,no,telephone,may,wed,507,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
10951,36,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,81,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
22606,55,admin.,married,high.school,no,yes,no,cellular,aug,fri,629,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
36971,32,self-employed,single,university.degree,no,yes,no,cellular,jul,thu,940,1,14,1,success,-2.9,92.469,-33.6,1.072,5076.2
27032,31,admin.,married,university.degree,no,yes,no,cellular,nov,fri,149,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
948,52,technician,married,high.school,no,yes,no,telephone,may,wed,530,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
2406,38,blue-collar,single,university.degree,unknown,yes,no,telephone,may,tue,395,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
1953,26,entrepreneur,married,unknown,no,no,no,telephone,may,fri,194,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
19376,50,admin.,married,university.degree,no,no,no,cellular,aug,wed,536,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
1322,33,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,may,thu,365,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
40917,25,services,single,high.school,no,no,no,cellular,oct,mon,79,1,999,2,failure,-1.1,94.601,-49.5,0.977,4963.6
27993,29,admin.,single,university.degree,no,no,yes,cellular,apr,wed,117,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1
13086,33,admin.,married,university.degree,no,yes,no,cellular,jul,tue,183,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
